Id,Label,generation 0,generation 1,generation 2,generation
405,CASE OF TATISHVILI v. RUSSIA,False,False,True,2
406,CASE OF GRINENKO v. UKRAINE,False,False,True,2
407,CASE OF MASTROMATTEO v. ITALY,False,True,False,1
408,CASE OF YANAKIEV v. BULGARIA,False,False,True,2
409,CASE OF ÉDITIONS PÉRISCOPE v. FRANCE,False,False,True,2
410,CASE OF SUOMINEN v. FINLAND,False,False,True,2
411,CASE OF BOGDANOVSKI v. ITALY,False,False,True,2
412,CASE OF GURGENIDZE v. GEORGIA,False,False,True,2
413,CASE OF CARBONARA AND VENTURA v. ITALY,False,False,True,2
414,CASE OF GOLDER v. THE UNITED KINGDOM,False,True,False,1
415,CASE OF KŘÍŽ v. THE CZECH REPUBLIC,False,False,True,2
416,"CASE OF JAMES, WELLS AND LEE v. THE UNITED KINGDOM",False,False,True,2
417,CASE OF MASSA v. ITALY,False,False,True,2
418,CASE OF HOFFMANN v. AUSTRIA,False,False,True,2
419,CASE OF BEER v. AUSTRIA,False,False,True,2
420,CASE OF DJAVIT AN v. TURKEY,False,False,True,2
421,CASE OF ISGRÒ v. ITALY,False,False,True,2
422,CASE OF DOBREV v. BULGARIA,False,False,True,2
423,CASE OF B. v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
424,CASE OF MINDEK v. CROATIA,False,True,False,1
425,CASE OF STOCKÉ v. GERMANY,False,False,True,2
426,CASE OF AYDIN v. TURKEY,False,True,False,1
427,CASE OF BUTERLEVIČIŪTĖ v. LITHUANIA,False,True,False,1
428,CASE OF WIKTORKO v. POLAND,False,False,True,2
429,CASE OF GROSSI AND OTHERS v. ITALY,False,False,True,2
430,CASE OF VUKUŠIĆ v. CROATIA,False,False,True,2
431,CASE OF DIMITROV AND OTHERS v. BULGARIA,False,True,False,1
432,CASE OF FC MRETEBI v. GEORGIA,False,True,False,1
433,CASE OF J.A. PYE (OXFORD) LTD AND J.A. PYE (OXFORD) LAND LTD v. THE UNITED KINGDOM,False,True,False,1
434,CASE OF CAN v. AUSTRIA,False,False,True,2
435,CASE OF GAYVORONSKIY v. RUSSIA,False,False,True,2
436,CASE OF SATAKUNNAN MARKKINAPÖRSSI OY AND SATAMEDIA OY v. FINLAND,False,False,True,2
437,CASE OF IGNACCOLO-ZENIDE v. ROMANIA,False,False,True,2
438,CASE OF LEWANDOWSKI AND LEWANDOWSKA v. POLAND,False,False,True,2
439,CASE OF FAZLIYSKI v. BULGARIA,False,False,True,2
440,CASE OF VELIKOVI AND OTHERS v. BULGARIA,False,True,False,1
441,CASE OF DICKSON v. THE UNITED KINGDOM,False,False,True,2
442,CASE OF MERGER AND CROS v. FRANCE,False,False,True,2
443,CASE OF SEGUIN v. FRANCE,False,False,True,2
444,CASE OF ALTUN v. TURKEY,True,True,False,0-1
445,CASE OF VAN DER MUSSELE v. BELGIUM,False,False,True,2
446,CASE OF ALEKSANDR SHEVCHENKO v. UKRAINE,False,False,True,2
447,CASE OF BOULTIF v. SWITZERLAND,False,False,True,2
448,CASE OF MARIN KOSTOV v. BULGARIA,False,False,True,2
449,CASE OF AERTS v. BELGIUM,False,False,True,2
450,CASE OF PUTISTIN v. UKRAINE,False,False,True,2
451,CASE OF SÜREK v. TURKEY (No. 4),False,False,True,2
452,CASE OF JERUSALEM v. AUSTRIA,False,False,True,2
453,CASE OF MILANOVIC v. SERBIA,False,False,True,2
454,CASE OF ÇETİN AND OTHERS v. TURKEY [Extracts],False,True,False,1
455,CASE OF T.W. v. MALTA,False,False,True,2
456,CASE OF ODIEVRE v. FRANCE,False,True,False,1
457,CASE OF SMOLIK v. UKRAINE,False,False,True,2
458,CASE OF MITEV v. BULGARIA,False,False,True,2
459,CASE OF ARVELAKIS v. GREECE,False,True,False,1
460,CASE OF ZRILIĆ v. CROATIA,True,False,False,0
461,CASE OF KRONE VERLAG GmbH & Co. KG v. AUSTRIA,False,False,True,2
462,CASE OF R.R. v. POLAND,False,False,True,2
463,CASE OF BİÇİCİ v. TURKEY,False,False,True,2
464,CASE OF HELLE v. FINLAND,False,False,True,2
465,CASE OF R.Sz. v. HUNGARY,False,False,True,2
466,CASE OF ALBERTINA CARVALHO E FILHOS LDA v. PORTUGAL,False,False,True,2
467,CASE OF GÜNERİ AND OTHERS v. TURKEY,False,False,True,2
468,CASE OF IATRIDIS v. GREECE (ARTICLE 41),False,True,False,1
469,CASE OF KAYA v. ROMANIA,False,False,True,2
470,CASE OF BOLAT v. RUSSIA,False,False,True,2
471,CASE OF SALONTAJI-DROBNJAK v. SERBIA,False,True,False,1
472,CASE OF LOIZIDOU v. TURKEY (ARTICLE 50),False,False,True,2
473,CASE OF RADUCANU v. ROMANIA,False,False,True,2
474,CASE OF OBERMEIER v. AUSTRIA,False,False,True,2
475,CASE OF MEHEMI v. FRANCE (No. 2),False,False,True,2
476,CASE OF PONOMARYOVI v. BULGARIA,False,False,True,2
477,CASE OF FRIEDL v. AUSTRIA,False,False,True,2
478,CASE OF N.A. AND OTHERS  v. TURKEY,False,True,False,1
479,CASE OF DRAGOTONIU AND MILITARU-PIDHORNI v. ROMANIA,False,False,True,2
480,CASE OF ZARB ADAMI v. MALTA,False,True,False,1
481,CASE OF SHISHKOV v. BULGARIA,False,False,True,2
482,CASE OF LYUBOMIR POPOV v. BULGARIA,False,False,True,2
483,CASE OF LAINO v. ITALY,False,False,True,2
484,CASE OF OSYPENKO v. UKRAINE,False,False,True,2
485,CASE OF SCARTH v. THE UNITED KINGDOM,False,False,True,2
486,CASE OF CIULLA v. ITALY,False,False,True,2
487,CASE OF TASKIN v. TURKEY,False,False,True,2
488,CASE OF PONTES v. PORTUGAL,False,False,True,2
489,CASE OF ADAMCZUK v. POLAND,False,False,True,2
490,CASE OF GROSS v. SWITZERLAND,False,True,False,1
491,CASE OF ROMAN AND HOGEA v. ROMANIA,False,False,True,2
492,CASE OF TAUTKUS v. LITHUANIA,False,False,True,2
493,CASE OF RAMADHI AND OTHERS v. ALBANIA,False,False,True,2
494,CASE OF PALADI v. MOLDOVA,False,False,True,2
495,CASE OF IRELAND v. THE UNITED KINGDOM,False,True,False,1
496,CASE OF KOUA POIRREZ v. FRANCE,False,False,True,2
497,CASE OF VISTIŅŠ AND PEREPJOLKINS v. LATVIA,False,False,True,2
498,CASE OF HAJNAL v. SERBIA,False,False,True,2
499,CASE OF KERIMOVA AND OTHERS v. RUSSIA,False,False,True,2
500,CASE OF BĂLȘAN v. ROMANIA,False,True,False,1
501,CASE OF RUSU v. AUSTRIA,False,False,True,2
502,CASE OF MUSA AND OTHERS v. BULGARIA,False,False,True,2
503,CASE OF KIRILOVA AND OTHERS v. BULGARIA,False,False,True,2
504,CASE OF DENIZCI AND OTHERS v. CYPRUS,False,False,True,2
505,CASE OF OPEN DOOR AND DUBLIN WELL WOMAN v. IRELAND,False,False,True,2
506,CASE OF I.A. v. FRANCE,False,False,True,2
507,CASE OF LINGENS v. AUSTRIA,False,False,True,2
508,CASE OF PAULSEN-MEDALEN AND SVENSSON v. SWEDEN,False,False,True,2
509,CASE OF MANTOVANELLI v. FRANCE,False,False,True,2
510,CASE OF ALEXOV v. BULGARIA,False,False,True,2
511,CASE OF LAUKKANEN AND MANNINEN v. FINLAND,False,False,True,2
512,CASE OF SCHWEIZERISCHE RADIO- UND FERNSEHGESELLSCHAFT SRG v. SWITZERLAND,False,False,True,2
513,CASE OF MERIT v. UKRAINE,False,False,True,2
514,CASE OF NECHIPORUK AND YONKALO v. UKRAINE,False,False,True,2
515,CASE OF SÜHEYLA AYDIN v. TURKEY,False,False,True,2
516,CASE OF ANĐELKOVIĆ v. SERBIA,False,False,True,2
517,CASE OF ORPHANIDES v. TURKEY,False,False,True,2
518,CASE OF INFORMATIONSVEREIN LENTIA AND OTHERS v. AUSTRIA,False,False,True,2
519,CASE OF GUSINSKIY v. RUSSIA,False,False,True,2
520,CASE OF HODOS AND OTHERS v. ROMANIA,False,False,True,2
521,CASE OF Z.A.N.T.E. - MARATHONISI A.E. v. GREECE,False,False,True,2
522,CASE OF HERMI v. ITALY,False,False,True,2
523,CASE OF ÜNAL TEKELİ v. TURKEY,False,False,True,2
524,CASE OF STAROKADOMSKIY v. RUSSIA,False,False,True,2
525,CASE OF BRYAN v. THE UNITED KINGDOM,False,True,False,1
526,CASE OF ALTUĞ TANER AKÇAM v. TURKEY,False,False,True,2
527,CASE OF BEARD v. THE UNITED KINGDOM,True,True,False,0-1
528,"CASE OF HOBBS, RICHARD, WALSH AND GEEN v. THE UNITED KINGDOM",False,False,True,2
529,CASE OF CALHEIROS LOPES AND OTHERS v. PORTUGAL,False,False,True,2
530,CASE OF BAYATYAN v. ARMENIA,False,False,True,2
531,CASE OF BIRŽIETIS v. LITHUANIA,False,False,True,2
532,CASE OF PLAZONIC v. CROATIA,False,False,True,2
533,CASE OF PCHELINTSEVA AND OTHERS v. RUSSIA,False,True,False,1
534,CASE OF KUCHAR AND STIS v. THE CZECH REPUBLIC,False,False,True,2
535,CASE OF AGROTEXIM AND OTHERS v. GREECE,False,False,True,2
536,CASE OF GUBKIN v. RUSSIA,False,False,True,2
537,CASE OF BITIYEVA AND OTHERS v. RUSSIA,False,False,True,2
538,CASE OF JERONOVIČS v. LATVIA,False,False,True,2
539,"CASE OF NATIONAL & PROVINCIAL BUILDING SOCIETY, LEEDS PERMANENT BUILDING SOCIETY AND YORKSHIRE BUILDING SOCIETY v. THE UNITED KINGDOM",False,False,True,2
540,CASE OF BUCHHOLZ v. GERMANY,False,False,True,2
541,"CASE OF VODARENSKA AKCIOVA SPOLECNOST,  A. S. v. CZECH REPUBLIC",False,False,True,2
542,CASE OF AKIMOVA v. AZERBAIJAN,False,False,True,2
543,CASE OF CHEMBER v. RUSSIA,False,False,True,2
544,CASE OF MARCHENKO v. UKRAINE,False,False,True,2
545,CASE OF RAICU v. ROMANIA,False,False,True,2
546,CASE OF FLERI SOLER AND CAMILLERI v. MALTA,False,True,False,1
547,CASE OF POZNAKHIRINA v. RUSSIA,False,False,True,2
548,CASE OF TOURANCHEAU AND JULY v. FRANCE,False,False,True,2
549,CASE OF MUSUMECI v. ITALY,False,False,True,2
550,CASE OF KAÇIU AND KOTORRI v. ALBANIA,False,False,True,2
551,CASE OF S.A. DANGEVILLE v. FRANCE,False,False,True,2
552,CASE OF Z.H. v. HUNGARY,False,False,True,2
553,CASE OF STUMMER v. AUSTRIA,False,False,True,2
554,CASE OF TRAPEZNIKOVA v. RUSSIA,False,False,True,2
555,CASE OF STES COLAS EST AND OTHERS v. FRANCE,False,True,False,1
556,CASE OF BATI AND OTHERS v. TURKEY [Extracts],False,False,True,2
557,CASE OF PRAVEDNAYA v. RUSSIA,False,False,True,2
558,CASE OF Y v. NORWAY,False,False,True,2
559,CASE OF TADEVOSYAN v. ARMENIA,False,False,True,2
560,CASE OF PODBIELSKI AND PPU POLPURE v. POLAND,False,False,True,2
561,CASE OF BÉDAT v. SWITZERLAND,False,False,True,2
562,CASE OF JEDAMSKI AND JEDAMSKA v. POLAND,False,False,True,2
563,CASE OF AVANESYAN v. RUSSIA,False,False,True,2
564,CASE OF MARCKX v. BELGIUM,False,True,False,1
565,CASE OF ROMANCHENKO v. UKRAINE,False,False,True,2
566,CASE OF VLASOV v. RUSSIA,False,True,False,1
567,CASE OF CRÉMIEUX v. FRANCE,False,False,True,2
568,CASE OF BORSHCHEVSKIY v. RUSSIA,False,False,True,2
569,CASE OF NOVOSELETSKIY v. UKRAINE [Extracts],True,True,False,0-1
570,CASE OF PAPON v. FRANCE,False,False,True,2
571,CASE OF LA ROSA AND ALBA v. ITALY (no. 1),False,False,True,2
572,CASE OF MIROĻUBOVS AND OTHERS v. LATVIA,False,False,True,2
573,CASE OF ILJINA AND SARULIENE v. LITHUANIA,False,False,True,2
574,CASE OF GIULIANI AND GAGGIO v. ITALY,False,False,True,2
575,CASE OF GARCIA ALVA v. GERMANY,False,False,True,2
576,CASE OF AMUUR v. FRANCE,False,False,True,2
577,CASE OF VgT VEREIN GEGEN TIERFABRIKEN v. SWITZERLAND,False,False,True,2
578,CASE OF KANTYREV v. RUSSIA,False,False,True,2
579,CASE OF ŠKORJANEC v. CROATIA,False,False,True,2
580,CASE OF BERKTAY v. TURKEY,False,False,True,2
581,CASE OF MILLER v. SWEDEN,False,True,False,1
582,CASE OF KALUCZA v. HUNGARY,False,True,False,1
583,CASE OF SÖDERMAN v. SWEDEN,False,True,False,1
584,CASE OF ZEMAN v. AUSTRIA,False,False,True,2
585,CASE OF OKÇUOGLU v. TURKEY,False,True,False,1
586,CASE OF McGINLEY AND EGAN v. THE UNITED KINGDOM (REVISION),False,False,True,2
587,CASE OF DODDS v. THE UNITED KINGDOM,False,False,True,2
588,CASE OF ISAYEVA v. RUSSIA,False,False,True,2
589,CASE OF DE SALVADOR TORRES v. SPAIN,False,False,True,2
590,CASE OF GLOVA AND BREGIN v. UKRAINE,False,False,True,2
591,CASE OF AZINAS v. CYPRUS,False,True,False,1
592,CASE OF SABLON v. BELGIUM,False,False,True,2
593,CASE OF MILEVA AND OTHERS v. BULGARIA,False,False,True,2
594,CASE OF LITHGOW AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
595,CASE OF KARACSONYI v. HUNGARY,False,False,True,2
596,CASE OF TERRA WONINGEN B.V. v. THE NETHERLANDS,False,False,True,2
597,CASE OF MINELLI v. SWITZERLAND,False,False,True,2
598,CASE OF PERDIGAO v. PORTUGAL,False,False,True,2
599,CASE OF SABIN POPESCU v. ROMANIA,False,False,True,2
600,CASE OF KAYA AND OTHERS v. TURKEY,False,False,True,2
601,CASE OF IORDACHE v. ROMANIA,False,False,True,2
602,CASE OF NIEDBALA v. POLAND,False,False,True,2
603,CASE OF TRGO v. CROATIA,False,True,False,1
604,CASE OF L.E. v. GREECE,False,False,True,2
605,CASE OF CISSE v. FRANCE,False,False,True,2
606,CASE OF ARGYROU AND OTHERS v. GREECE,False,False,True,2
607,CASE OF SIDIROPOULOS AND OTHERS v. GREECE,False,False,True,2
608,CASE OF MATTER v. SLOVAKIA,False,False,True,2
609,CASE OF HOLZINGER v. AUSTRIA (No. 1),False,False,True,2
610,CASE OF GAWEDA v. POLAND,False,False,True,2
611,CASE OF TUDOR TUDOR v. ROMANIA,False,True,False,1
612,CASE OF MAKTOUF AND DAMJANOVIĆ v. BOSNIA AND HERZEGOVINA,False,False,True,2
613,CASE OF MAGOMED MUSAYEV AND OTHERS v. RUSSIA,False,False,True,2
614,CASE OF RASMUSSEN v. DENMARK,False,False,True,2
615,CASE OF STOLL v. SWITZERLAND,False,False,True,2
616,CASE OF ERDAGÖZ v. TURKEY,False,True,False,1
617,CASE OF OLIVIEIRA v. THE NETHERLANDS,False,False,True,2
618,CASE OF TOLSTOY MILOSLAVSKY v. THE UNITED KINGDOM,False,False,True,2
619,CASE OF KOPF AND LIBERDA  v. AUSTRIA,False,False,True,2
620,CASE OF NASRULLOYEV v. RUSSIA,False,False,True,2
621,CASE OF KARAMAN v. TURKEY,False,False,True,2
622,CASE OF I.R.S. AND OTHERS v. TURKEY,False,False,True,2
623,CASE OF BULUT v. AUSTRIA,False,False,True,2
624,CASE OF N.C. v. ITALY,False,True,False,1
625,CASE OF L. AND V. v. AUSTRIA,False,False,True,2
626,CASE OF MAMATKULOV AND ASKAROV v. TURKEY,False,False,True,2
627,CASE OF WINGROVE v. THE UNITED KINGDOM,False,False,True,2
628,CASE OF LEUTSCHER v. THE NETHERLANDS,False,False,True,2
629,CASE OF ANTONI v. THE CZECH REPUBLIC,False,False,True,2
630,CASE OF STOKALO AND OTHERS v. CROATIA,False,False,True,2
631,CASE OF ANKERL v. SWITZERLAND,False,False,True,2
632,CASE OF KRCMAR AND OTHERS v. THE CZECH REPUBLIC,False,False,True,2
633,CASE OF CAMPS v. FRANCE,False,False,True,2
634,CASE OF KESYAN v. RUSSIA,False,True,False,1
635,CASE OF KINSKÝ v. THE CZECH REPUBLIC,False,False,True,2
636,CASE OF ANONYMOS TOURISTIKI ETAIRIA XENODOCHEIA KRITIS v. GREECE,False,True,False,1
637,CASE OF KEHAYA AND OTHERS v. BULGARIA,False,False,True,2
638,CASE OF BERREHAB v. THE NETHERLANDS,False,False,True,2
639,CASE OF JEHOVAH'S WITNESSES OF MOSCOW AND OTHERS v. RUSSIA,False,False,True,2
640,CASE OF ASSANIDZE v. GEORGIA,False,True,False,1
641,"CASE OF VESELINSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",False,False,True,2
642,CASE OF OKKALI v. TURKEY [Extracts],False,False,True,2
643,CASE OF EUGENIA MICHAELIDOU DEVELOPMENTS LTD AND MICHAEL TYMVIOS v. TURKEY,False,False,True,2
644,CASE OF ANDRZEJ WIERZBICKI v. POLAND,False,False,True,2
645,CASE OF OSTENDORF v. GERMANY,False,False,True,2
646,CASE OF FOKA v. TURKEY,False,False,True,2
647,CASE OF FINUCANE v. THE UNITED KINGDOM,False,False,True,2
648,CASE OF NIDERÖST-HUBER v. SWITZERLAND,False,False,True,2
649,CASE OF SVETLANA VASILYEVA v. RUSSIA,False,False,True,2
650,CASE OF BELILOS v. SWITZERLAND,False,False,True,2
651,CASE OF RUIZ TORIJA v. SPAIN,False,True,False,1
652,CASE OF ATALAY v. TURKEY,False,False,True,2
653,CASE OF FOTI AND OTHERS v. ITALY (ARTICLE 50),False,False,True,2
654,CASE OF SVETLANA NAUMENKO v. UKRAINE,False,False,True,2
655,CASE OF MGN LIMITED v. THE UNITED KINGDOM,False,False,True,2
656,CASE OF GRIDIN v. RUSSIA,False,False,True,2
657,CASE OF CORSACOV v. MOLDOVA,False,False,True,2
658,CASE OF IORGOV v. BULGARIA,False,False,True,2
659,CASE OF SINKO v. UKRAINE,False,False,True,2
660,CASE OF HOOD v. THE UNITED KINGDOM,False,False,True,2
661,CASE OF J. AND OTHERS v. AUSTRIA,False,True,False,1
662,CASE OF BEINAROVIČ AND OTHERS v. LITHUANIA,False,True,False,1
663,CASE OF HENRY KISMOUN v. FRANCE,False,True,False,1
664,CASE OF STANFORD v. THE UNITED KINGDOM,False,False,True,2
665,CASE OF CAMENZIND v. SWITZERLAND,False,False,True,2
666,CASE OF DELTA v. FRANCE,False,False,True,2
667,CASE OF MITAP AND MÜFTÜOĞLU v. TURKEY,False,False,True,2
668,CASE OF RUSU AND OTHERS v. ROMANIA,False,False,True,2
669,CASE OF PULATLI v. TURKEY,False,False,True,2
670,CASE OF SVETOSLAV HRISTOV v. BULGARIA,False,False,True,2
671,CASE OF KUCHERUK v. UKRAINE,False,False,True,2
672,CASE OF F.C.B. v. ITALY,False,False,True,2
673,CASE OF MOSLEY v. THE UNITED KINGDOM,False,False,True,2
674,CASE OF DARBY v. SWEDEN,False,False,True,2
675,CASE OF KLAUZ v. CROATIA,False,False,True,2
676,CASE OF KATSAROS v. GREECE,False,False,True,2
677,CASE OF AHMET YILDIRIM v. TURKEY,False,False,True,2
678,CASE OF YURIY NIKOLAYEVICH IVANOV v. UKRAINE,False,True,False,1
679,CASE OF AL-SKEINI AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
680,CASE OF CONDRON v. THE UNITED KINGDOM,False,False,True,2
681,CASE OF YEVDOKIMOV AND OTHERS v. RUSSIA,False,False,True,2
682,CASE OF PÖNKÄ v. ESTONIA,False,False,True,2
683,CASE OF ANCHUGOV AND GLADKOV v. RUSSIA,False,False,True,2
684,CASE OF E. AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
685,CASE OF E.M. v. ROMANIA,False,False,True,2
686,CASE OF X v. FRANCE,False,False,True,2
687,CASE OF A. v. CROATIA,False,True,False,1
688,CASE OF SKALOUKHOV AND OTHERS v. UKRAINE,False,False,True,2
689,CASE OF KRISTIANA LTD. v. LITHUANIA,False,True,False,1
690,CASE OF LARKOS v. CYPRUS,True,True,False,0-1
691,CASE OF VEREIN GEGEN TIERFABRIKEN SCHWEIZ (VgT) v. SWITZERLAND (No. 2),False,False,True,2
692,CASE OF WINTERSBERGER v. AUSTRIA,False,False,True,2
693,CASE OF NUSRET KAYA AND OTHERS v. TURKEY [Extracts],False,False,True,2
694,CASE OF MEHMET HATİP DİCLE v. TURKEY,False,False,True,2
695,CASE OF ALBERT AND LE COMPTE v. BELGIUM,False,False,True,2
696,CASE OF HOUFOVÁ v. CZECH REPUBLIC (No. 1),False,False,True,2
697,CASE OF BRINCAT v. ITALY,False,False,True,2
698,CASE OF MARIANI v. FRANCE,False,False,True,2
699,CASE OF STEFANOV v. BULGARIA,False,False,True,2
700,CASE OF BRITISH-AMERICAN TOBACCO COMPANY LTD v. THE NETHERLANDS,False,True,False,1
701,CASE OF KOCHEROV AND SERGEYEVA v. RUSSIA,False,True,False,1
702,CASE OF FRASIK v. POLAND,False,False,True,2
703,CASE OF SVETOSLAV DIMITROV v. BULGARIA,False,False,True,2
704,CASE OF VALDGARDT v. RUSSIA,True,False,False,0
705,CASE OF BELEVITSKIY v. RUSSIA,False,True,False,1
706,CASE OF SKOWRONSKI v. POLAND,False,False,True,2
707,CASE OF MUSHTA v. UKRAINE,False,False,True,2
708,CASE OF WIESINGER v. AUSTRIA,False,False,True,2
709,CASE OF PISHCHALNIKOV v. RUSSIA,False,False,True,2
710,CASE OF KADRİYE YILDIZ AND OTHERS v. TURKEY,False,False,True,2
711,CASE OF CANEA CATHOLIC CHURCH v. GREECE,False,False,True,2
712,CASE OF BOTTAZZI v. ITALY,False,False,True,2
713,CASE OF KLAUS AND YURI KILADZE v. GEORGIA,False,True,False,1
714,CASE OF MULLAI AND OTHERS v. ALBANIA,False,True,False,1
715,CASE OF MAKARATZIS v. GREECE,False,False,True,2
716,CASE OF ÜMMÜHAN KAPLAN v. TURKEY,False,False,True,2
717,CASE OF LOSONCI ROSE AND ROSE v. SWITZERLAND,False,False,True,2
718,CASE OF MEMBERS OF THE GLDANI CONGREGATION OF JEHOVAH'S WITNESSES AND OTHERS v. GEORGIA,False,True,False,1
719,CASE OF HIRST v. THE UNITED KINGDOM (No. 2),False,False,True,2
720,CASE OF KÜBLER v. GERMANY,False,True,False,1
721,CASE OF ACADEMY TRADING LTD AND OTHERS v. GREECE,False,False,True,2
722,CASE OF MEZNARIC v. CROATIA,False,False,True,2
723,CASE OF JAMES AND OTHERS v. THE UNITED KINGDOM,False,True,False,1
724,CASE OF SOKUR v. UKRAINE,False,False,True,2
725,CASE OF SHAPOVALOVA v. RUSSIA,False,False,True,2
726,CASE OF LE CALVEZ v. FRANCE,False,False,True,2
727,CASE OF M. AND OTHERS v. ITALY AND BULGARIA,False,False,True,2
728,CASE OF VERMEIRE v. BELGIUM (ARTICLE 50),False,False,True,2
729,CASE OF HARAN v. TURKEY,False,False,True,2
730,CASE OF AYSE ÖZTÜRK v. TURKEY,False,False,True,2
731,CASE OF RANTSEV v. CYPRUS AND RUSSIA,False,False,True,2
732,CASE OF BAUMANN v. FRANCE,False,True,False,1
733,CASE OF PLATAKOU v. GREECE,False,False,True,2
734,CASE OF AZIZ v. CYPRUS,False,False,True,2
735,CASE OF PETRA v. ROMANIA,False,False,True,2
736,CASE OF MATTHEWS v. THE UNITED KINGDOM,False,False,True,2
737,CASE OF BIBLICAL CENTRE OF THE CHUVASH REPUBLIC v. RUSSIA,False,False,True,2
738,CASE OF NOLD v. GERMANY,False,False,True,2
739,CASE OF HUVIG v. FRANCE,False,False,True,2
740,CASE OF CHAUVY AND OTHERS v. FRANCE,False,False,True,2
741,CASE OF VASTBERGA TAXI AKTIEBOLAG AND VULIC v. SWEDEN,False,False,True,2
742,CASE OF THE HOLY MONASTERIES v. GREECE (ARTICLE 50),False,False,True,2
743,CASE OF POISS v. AUSTRIA (ARTICLE 50),False,False,True,2
744,CASE OF SEGERSTEDT-WIBERG AND OTHERS v. SWEDEN,False,False,True,2
745,CASE OF IACOV STANCIU v. ROMANIA,False,False,True,2
746,CASE OF A AND B v. NORWAY,False,False,True,2
747,CASE OF SCORDINO v. ITALY (No. 1),False,True,False,1
748,CASE OF UNITED COMMUNIST PARTY OF TURKEY AND OTHERS v. TURKEY,False,False,True,2
749,CASE OF OBERSCHLICK v. AUSTRIA (No. 2),False,False,True,2
750,CASE OF INCAL v. TURKEY,False,False,True,2
751,CASE OF NASTOU v. GREECE (No. 2),False,False,True,2
752,CASE OF GORRAIZ LIZARRAGA AND OTHERS v. SPAIN,False,True,False,1
753,CASE OF BRECKNELL v. THE UNITED KINGDOM,False,False,True,2
754,CASE OF ANDREJEVA v. LATVIA,False,False,True,2
755,CASE OF Ž.B. v. CROATIA,False,False,True,2
756,CASE OF TUNCAY v. TURKEY,False,False,True,2
757,CASE OF KAFKARIS v. CYPRUS,False,False,True,2
758,CASE OF ALTAY v. TURKEY,False,False,True,2
759,CASE OF SULJAGIC v. BOSNIA AND HERZEGOVINA,False,False,True,2
760,CASE OF ER AND OTHERS v. TURKEY,False,False,True,2
761,"CASE OF LE COMPTE, VAN LEUVEN AND DE MEYERE v. BELGIUM (ARTICLE 50)",False,False,True,2
762,CASE OF KHUDOBIN v. RUSSIA,False,False,True,2
763,CASE OF DOMBO BEHEER B.V. v. THE NETHERLANDS,False,False,True,2
764,CASE OF SACCOCCIA v. AUSTRIA,False,False,True,2
765,CASE OF BOICENCO v. MOLDOVA,False,False,True,2
766,CASE OF GUISO-GALLISAY v. ITALY,False,True,False,1
767,CASE OF ÖNERYILDIZ v. TURKEY,False,True,False,1
768,CASE OF ALEXANDROU v. TURKEY,False,False,True,2
769,CASE OF STRATEYCHUK v. UKRAINE,False,False,True,2
770,CASE OF THE SUNDAY TIMES v. THE UNITED KINGDOM (No. 1) (ARTICLE 50),False,False,True,2
771,CASE OF NOLAN AND K. v. RUSSIA,False,False,True,2
772,CASE OF WEEKS v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
773,CASE OF E.M.K. v. BULGARIA,False,False,True,2
774,CASE OF TIJARDOVIĆ v. CROATIA,True,False,False,0
775,CASE OF PETRESCU IOANA AND OTHERS v. ROMANIA,False,False,True,2
776,CASE OF ŠOBOTA-GAJIĆ  v. BOSNIA AND HERZEGOVINA,False,False,True,2
777,CASE OF VASSILIOS ATHANASIOU AND OTHERS v. GREECE,False,False,True,2
778,"CASE OF LINDON, OTCHAKOVSKY-LAURENS AND JULY v. FRANCE",False,False,True,2
779,CASE OF MALECHKOV v. BULGARIA,False,False,True,2
780,CASE OF BALOGH v. HUNGARY,False,True,False,1
781,CASE OF SCHIESSER v. SWITZERLAND,False,False,True,2
782,CASE OF CIORAP v. MOLDOVA,False,False,True,2
783,CASE OF ĐURĐEVIĆ v. CROATIA,False,False,True,2
784,CASE OF PERİHAN AND MEZOPOTAMYA BASIN YAYIN A.Ş. v. TURKEY,False,False,True,2
785,CASE OF MILTAYEV AND MELTAYEVA v. RUSSIA,False,False,True,2
786,CASE OF XHERAJ v. ALBANIA,False,False,True,2
787,CASE OF SAMBOR v. POLAND,False,False,True,2
788,CASE OF A.A. AND OTHERS v. TURKEY,False,False,True,2
789,CASE OF BUKTA AND OTHERS v. HUNGARY,False,False,True,2
790,CASE OF I. BILGIN v. TURKEY,False,True,False,1
791,CASE OF VALANČIENĖ v. LITHUANIA,False,False,True,2
792,"CASE OF LEDYAYEVA, DOBROKHOTOVA, ZOLOTAREVA and ROMASHINA  v. RUSSIA",False,False,True,2
793,CASE OF FUNKE v. ROMANIA,False,False,True,2
794,CASE OF SARAIVA DE CARVALHO v. PORTUGAL,False,False,True,2
795,CASE OF FYODOROV AND FYODOROVA v. UKRAINE,False,True,False,1
796,CASE OF MONNELL AND MORRIS v. THE UNITED KINGDOM,False,False,True,2
797,CASE OF ROSINSKI v. POLAND,False,True,False,1
