Id,Label,generation 0,generation 1,generation 2,generation
1197,CASE OF KONSTANTIN MARKIN v. RUSSIA ,False,False,True,2
1198,CASE OF VIDAL v. BELGIUM (ARTICLE 50),False,False,True,2
1199,CASE OF LECARPENTIER AND OTHER v. FRANCE,False,False,True,2
1200,CASE OF S. H. v. FINLAND,False,False,True,2
1201,CASE OF KEMMACHE v. FRANCE (No. 3),False,False,True,2
1202,CASE OF M.B. v. ROMANIA,False,False,True,2
1203,CASE OF PRESSOS COMPANIA NAVIERA S.A. AND OTHERS v. BELGIUM (ARTICLE 50),False,False,True,2
1204,CASE OF ATEŞ MİMARLIK MÜHENDİSLİK A.Ş v. TURKEY,False,False,True,2
1205,CASE OF GAPONENKO v. UKRAINE,False,False,True,2
1206,CASE OF VARNAVA AND OTHERS v. TURKEY,False,True,False,1
1207,CASE OF SHISHMANOV v. BULGARIA,False,False,True,2
1208,CASE OF MORETTI AND BENEDETTI v. ITALY,False,False,True,2
1209,CASE OF M. AND M. v. CROATIA,False,False,True,2
1210,CASE OF PARASCINETI v. ROMANIA,False,False,True,2
1211,CASE OF HOLM v. SWEDEN,False,False,True,2
1212,CASE OF DUCA v. MOLDOVA,False,False,True,2
1213,CASE OF DE CUBBER v. BELGIUM (ARTICLE 50),False,False,True,2
1214,CASE OF LETELLIER v. FRANCE,False,False,True,2
1215,CASE OF İLBEYI KEMALOĞLU AND MERIYE KEMALOĞLU v. TURKEY,False,False,True,2
1216,CASE OF STJERNA v. FINLAND,False,False,True,2
1217,CASE OF AKKUM AND OTHERS v. TURKEY,False,False,True,2
1218,CASE OF VAGAPOVA AND ZUBIRAYEV v. RUSSIA,False,False,True,2
1219,CASE OF MALHOUS v. THE CZECH REPUBLIC,False,True,False,1
1220,CASE OF HELLBORG v. SWEDEN,False,False,True,2
1221,CASE OF SABANCHIYEVA AND OTHERS v. RUSSIA,False,True,False,1
1222,CASE OF YAGTZILAR AND OTHERS v. GREECE,False,False,True,2
1223,CASE OF I.G. AND OTHERS v. SLOVAKIA,False,False,True,2
1224,CASE OF HIGGINS AND OTHERS v. FRANCE,False,False,True,2
1225,CASE OF AGROKOMPLEKS v. UKRAINE,False,False,True,2
1226,CASE OF DOLGOVA v. RUSSIA,False,False,True,2
1227,CASE OF DELFI AS v. ESTONIA,False,False,True,2
1228,CASE OF COOPER v. THE UNITED KINGDOM,False,False,True,2
1229,CASE OF BURSUC v. ROMANIA,False,False,True,2
1230,CASE OF MONNAT v. SWITZERLAND,False,False,True,2
1231,CASE OF KUTEPOV AND ANIKEYENKO v. RUSSIA,False,False,True,2
1232,CASE OF G.B. v. BULGARIA,False,False,True,2
1233,CASE OF MOROKO v. RUSSIA,False,False,True,2
1234,CASE OF MURAT SATIK AND OTHERS v. TURKEY,False,True,False,1
1235,CASE OF TUNCER AND DURMUŞ v. TURKEY,False,False,True,2
1236,CASE OF B.B. v. FRANCE,False,False,True,2
1237,CASE OF CRABTREE v. THE CZECH REPUBLIC,False,False,True,2
1238,CASE OF BĚLEŠ AND OTHERS v. THE CZECH REPUBLIC,False,False,True,2
1239,CASE OF GLAS NADEZHDA EOOD AND ELENKOV v. BULGARIA,False,False,True,2
1240,CASE OF FURMAN v. SLOVENIA AND AUSTRIA,False,False,True,2
1241,CASE OF YUSUPOVA AND ZAURBEKOV v. RUSSIA,False,False,True,2
1242,CASE OF FLORESCU v. ROMANIA,False,False,True,2
1243,CASE OF DOBRIĆ v. SERBIA,False,False,True,2
1244,CASE OF LABASSEE v. FRANCE,False,False,True,2
1245,CASE OF LAZARIDI v. GREECE,False,False,True,2
1246,CASE OF LECHOISNE AND OTHERS v. FRANCE,False,False,True,2
1247,CASE OF ABENAVOLI v. ITALY,False,False,True,2
1248,CASE OF V. v. THE UNITED KINGDOM,False,False,True,2
1249,CASE OF BLÜCHER v. THE CZECH REPUBLIC,False,False,True,2
1250,CASE OF TUŞALP v. TURKEY,False,False,True,2
1251,CASE OF SILIADIN v. FRANCE,False,True,False,1
1252,CASE OF GRADINAR v. MOLDOVA,False,False,True,2
1253,CASE OF A.A. v. RUSSIA,False,False,True,2
1254,CASE OF ZANDER v. SWEDEN,False,False,True,2
1255,CASE OF MAAOUIA v. FRANCE,False,False,True,2
1256,CASE OF IRINA SMIRNOVA v. UKRAINE,False,True,False,1
1257,CASE OF N.F. v. ITALY,False,False,True,2
1258,CASE OF MATELJAN v. CROATIA,True,False,False,0
1259,CASE OF SMOKOVITIS AND OTHERS v. GREECE,False,False,True,2
1260,CASE OF MURPHY v. IRELAND,False,False,True,2
1261,CASE OF STRIZHAK v. UKRAINE,False,False,True,2
1262,CASE OF MANCHEVA v. BULGARIA,False,False,True,2
1263,CASE OF SEVGI ERDOGAN v. TURKEY,False,False,True,2
1264,CASE OF VAN DER LEER v. THE NETHERLANDS,False,False,True,2
1265,CASE OF LEPOJIC v. SERBIA,False,False,True,2
1266,CASE OF KAMIL UZUN v. TURKEY,False,False,True,2
1267,CASE OF GLUHAKOVIĆ v. CROATIA,False,False,True,2
1268,CASE OF BRANKO TOMAŠIĆ AND OTHERS v. CROATIA,False,False,True,2
1269,CASE OF DAUD v. PORTUGAL,False,False,True,2
1270,CASE OF ÜRÜN v. TURKEY,False,False,True,2
1271,CASE OF CHAHAL v. THE UNITED KINGDOM,False,True,False,1
1272,CASE OF DROZD AND JANOUSEK v. FRANCE AND SPAIN,False,False,True,2
1273,CASE OF LAMBOURDIERE v. FRANCE,False,False,True,2
1274,CASE OF NIELSEN v. DENMARK,False,False,True,2
1275,CASE OF MODINOS v. CYPRUS,False,False,True,2
1276,CASE OF IOVCHEV v. BULGARIA,False,False,True,2
1277,CASE OF HERTZOG AND OTHERS v. ROMANIA,False,False,True,2
1278,CASE OF DOLENEC v. CROATIA,False,False,True,2
1279,CASE OF ANGUELOVA v. BULGARIA,False,True,False,1
1280,CASE OF X v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
1281,CASE OF FUNKE v. FRANCE,False,False,True,2
1282,CASE OF ILIYA STEFANOV v. BULGARIA,False,False,True,2
1283,"CASE OF WALLOVÁ AND WALLA v. THE CZECH REPUBLIC - [English Translation] by European Roma Rights Centre ""ERRC""",False,False,True,2
1284,CASE OF ÖCALAN v. TURKEY (No. 2) [Extracts],False,False,True,2
1285,CASE OF RIAD AND IDIAB v. BELGIUM,False,False,True,2
1286,CASE OF THE ARGEŞ COLLEGE OF LEGAL ADVISERS v. ROMANIA,False,False,True,2
1287,CASE OF BAJSULTANOV v. AUSTRIA,False,False,True,2
1288,CASE OF SHAKHGIRIYEVA AND OTHERS v. RUSSIA,False,False,True,2
1289,CASE OF MOLDOVAN AND OTHERS  v. ROMANIA (No. 2),False,True,False,1
1290,CASE OF RUIZ-MATEOS v. SPAIN,False,False,True,2
1291,CASE OF TARAKHEL v. SWITZERLAND,False,False,True,2
1292,CASE OF MARESTI v. CROATIA,False,False,True,2
1293,CASE OF SHMALKO v. UKRAINE,False,False,True,2
1294,CASE OF KUMKIN AND OTHERS v. RUSSIA,False,False,True,2
1295,CASE OF ANDRONICOU AND CONSTANTINOU v. CYPRUS,False,False,True,2
1296,CASE OF BEAUMARTIN v. FRANCE,False,False,True,2
1297,CASE OF ZIELINSKI AND PRADAL & GONZALEZ AND OTHERS v. FRANCE,False,False,True,2
1298,CASE OF A.K. AND L. v. CROATIA,False,False,True,2
1299,CASE OF PLA AND PUNCERNAU v. ANDORRA,False,False,True,2
1300,CASE OF TANRIKULU v. TURKEY,False,True,False,1
1301,CASE OF ERDOGDU AND INCE v. TURKEY,False,False,True,2
1302,CASE OF KARANDJA v. BULGARIA,False,False,True,2
1303,CASE OF ZILIBERBERG v. MOLDOVA,False,False,True,2
1304,CASE OF VALIULIENĖ v. LITHUANIA,False,True,False,1
1305,CASE OF TRICKOVIC v. SLOVENIA,False,False,True,2
1306,CASE OF BUGAJNY AND OTHERS v. POLAND,False,False,True,2
1307,"CASE OF DE WILDE, OOMS AND VERSYP v. BELGIUM (ARTICLE 50)",False,True,False,1
1308,CASE OF OBSERVER AND GUARDIAN v. THE UNITED KINGDOM,False,False,True,2
1309,CASE OF KOPECKÝ v. SLOVAKIA,False,True,False,1
1310,CASE OF MALSAGOVA AND OTHERS v. RUSSIA,False,False,True,2
1311,CASE OF MURADOVA v. AZERBAIJAN,False,False,True,2
1312,CASE OF MAMERE v. FRANCE,False,False,True,2
1313,CASE OF FERRARI v. ITALY,False,False,True,2
1314,CASE OF SIGALAS v. GREECE,False,False,True,2
1315,CASE OF ANDRÉ AND ANOTHER v. FRANCE,False,False,True,2
1316,CASE OF BUSCEMI v. ITALY,False,False,True,2
1317,CASE OF HAMER v. BELGIUM [Extracts],False,True,False,1
1318,CASE OF MINASYAN AND SEMERJYAN v. ARMENIA,False,True,False,1
1319,CASE OF EMONET AND OTHERS v. SWITZERLAND,False,False,True,2
1320,CASE OF PRINCE HANS-ADAM II OF LIECHTENSTEIN v. GERMANY,False,True,False,1
1321,CASE OF PACIFICO v. ITALY,False,False,True,2
1322,CASE OF FINDLAY v. THE UNITED KINGDOM,False,False,True,2
1323,CASE OF QUARANTA v. SWITZERLAND,False,False,True,2
1324,CASE OF IORDACHI AND OTHERS v. MOLDOVA,False,False,True,2
1325,CASE OF GÖÇ v. TURKEY,False,True,False,1
1326,CASE OF KOMMERSANT MOLDOVY v. MOLDOVA,False,False,True,2
1327,CASE OF CENTRE FOR LEGAL RESOURCES ON BEHALF OF VALENTIN CÂMPEANU v. ROMANIA,False,True,False,1
1328,CASE OF FELDBRUGGE v. THE NETHERLANDS (ARTICLE 50),False,False,True,2
1329,CASE OF ALEKSEYENKO v. RUSSIA,False,False,True,2
1330,CASE OF BELOUSOV v. UKRAINE,False,True,False,1
1331,CASE OF WAITE v. THE UNITED KINGDOM,False,False,True,2
1332,CASE OF THE FORMER KING OF GREECE AND OTHERS v. GREECE,False,True,False,1
1333,CASE OF E.K. v. TURKEY,False,False,True,2
1334,CASE OF JENSEN v. DENMARK,False,False,True,2
1335,CASE OF ÖZTOPRAK AND OTHERS v. TURKEY,True,False,False,0
1336,CASE OF BOSPHORUS HAVA YOLLARI TURİZM VE TİCARET ANONİM ŞİRKETİ v. IRELAND,False,False,True,2
1337,CASE OF KOZINETS v. UKRAINE,False,False,True,2
1338,CASE OF SCOTT v. SPAIN,False,False,True,2
1339,CASE OF TRZASKA v. POLAND,False,False,True,2
1340,CASE OF SUTHERLAND v. UNITED KINGDOM,False,False,True,2
1341,CASE OF OSVATH v. HUNGARY,False,False,True,2
1342,CASE OF G.J. v. LUXEMBOURG,False,False,True,2
1343,CASE OF ĒCIS v. LATVIA,False,False,True,2
1344,CASE OF GNAHORE v. FRANCE,False,True,False,1
1345,CASE OF DULAURANS v. FRANCE,False,False,True,2
1346,CASE OF THOMA v. LUXEMBOURG,False,False,True,2
1347,CASE OF M.D. v. FRANCE,False,False,True,2
1348,CASE OF MOCANU AND OTHERS v. ROMANIA,False,False,True,2
1349,CASE OF V.M. AND OTHERS v. BELGIUM,False,False,True,2
1350,CASE OF DUCLOS v. FRANCE,False,False,True,2
1351,CASE OF SELMOUNI v. FRANCE,False,True,False,1
1352,CASE OF NIKOLOVA v. BULGARIA (No. 2),False,False,True,2
1353,CASE OF ACHOUR v. FRANCE,False,True,False,1
1354,CASE OF S.W. v. THE UNITED KINGDOM,False,False,True,2
1355,CASE OF KUSHOGLU v. BULGARIA,False,False,True,2
1356,CASE OF DEDOVSKIY AND OTHERS v. RUSSIA,False,False,True,2
1357,CASE OF TSARTSIDZE AND OTHERS v. GEORGIA,False,False,True,2
1358,CASE OF APPLEBY AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1359,CASE OF McCANN v. THE UNITED KINGDOM,True,True,False,0-1
1360,CASE OF TOPČIĆ-ROSENBERG v. CROATIA,False,False,True,2
1361,CASE OF ARTUN AND OTHERS v. TURKEY,True,True,False,0-1
1362,CASE OF DARSIGOVA v. RUSSIA,True,False,False,0
1363,CASE OF ÜNER v. THE NETHERLANDS,False,False,True,2
1364,CASE OF MURŠIĆ v. CROATIA,False,False,True,2
1365,CASE OF HIRTU AND OTHERS v. FRANCE,False,True,False,1
1366,CASE OF GREENS AND M.T. v. THE UNITED KINGDOM,False,False,True,2
1367,CASE OF TĂNASE v. MOLDOVA,False,False,True,2
1368,CASE OF DEMİR AND OTHERS v. TURKEY,False,True,False,1
1369,CASE OF SERGEY BABUSHKIN v. RUSSIA,False,False,True,2
1370,CASE OF JOSEPHIDES v. CYPRUS,False,False,True,2
1371,CASE OF PORTINGTON v. GREECE,False,False,True,2
1372,CASE OF MAGEE v. THE UNITED KINGDOM,False,False,True,2
1373,CASE OF ROMANKEVIČ v. LITHUANIA,False,False,True,2
1374,CASE OF GEBREMEDHIN [GABERAMADHIEN] v. FRANCE,False,False,True,2
1375,CASE OF ALİ AND AYŞE DURAN v. TURKEY,False,False,True,2
1376,CASE OF C.R. v. THE UNITED KINGDOM,False,False,True,2
1377,CASE OF PERIC v. CROATIA,False,False,True,2
1378,CASE OF ANIMAL DEFENDERS INTERNATIONAL v. THE UNITED KINGDOM,False,True,False,1
1379,CASE OF WITOLD LITWA v. POLAND,False,False,True,2
1380,CASE OF PRENCIPE v. MONACO,False,True,False,1
1381,CASE OF AUSTIN AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1382,CASE OF M. AND OTHERS v. BULGARIA,False,False,True,2
1383,CASE OF ÖZDEN v. TURKEY,False,False,True,2
1384,CASE OF NIKITIN v. RUSSIA,False,False,True,2
1385,CASE OF COMINGERSOLL S.A. v. PORTUGAL,False,True,False,1
1386,CASE OF INDELICATO v. ITALY,False,False,True,2
1387,CASE OF PRESIDENTIAL PARTY OF MORDOVIA v. RUSSIA,False,False,True,2
1388,CASE OF H.L.R. v. FRANCE,False,False,True,2
1389,CASE OF LOMBARDI VALLAURI v. ITALY,False,False,True,2
1390,CASE OF G.H. v. AUSTRIA,False,False,True,2
1391,CASE OF AHMED AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1392,CASE OF IVAN VASILEV v. BULGARIA,False,False,True,2
1393,CASE OF GEORGIAN LABOUR PARTY v. GEORGIA,False,True,False,1
1394,CASE OF METAXAS v. GREECE,False,True,False,1
1395,CASE OF RADCHIKOV v. RUSSIA,False,True,False,1
1396,CASE OF POPA AND OTHERS v. ROMANIA,False,False,True,2
1397,CASE OF FENER RUM PATRİKLİĞİ (ECUMENICAL PATRIARCHY) v. TURKEY,False,True,False,1
1398,CASE OF HÅKANSSON AND STURESSON v. SWEDEN,False,False,True,2
1399,CASE OF YAKOVLEV v. RUSSIA,False,True,False,1
1400,CASE OF SCOZZARI AND GIUNTA v. ITALY,False,True,False,1
1401,"CASE OF ANTONAKOPOULOS, VORTSELA AND ANTONAKOPOULOU v. GREECE",False,False,True,2
1402,CASE OF JECIUS v. LITHUANIA,False,False,True,2
1403,CASE OF TOMASI v. FRANCE,False,False,True,2
1404,CASE OF PFEIFER AND PLANKL v. AUSTRIA,False,False,True,2
1405,CASE OF REES v. THE UNITED KINGDOM,False,False,True,2
1406,CASE OF PROKOPOVICH v. RUSSIA,True,True,False,0-1
1407,"CASE OF BARBERÀ, MESSEGUÉ AND JABARDO v. SPAIN (ARTICLE 50)",False,True,False,1
1408,CASE OF ANGELOV AND OTHERS v. BULGARIA,False,True,False,1
1409,CASE OF IBRAHIM AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1410,CASE OF PYRANTIENĖ v. LITHUANIA,False,False,True,2
1411,CASE OF PĂDURARU v. ROMANIA,False,False,True,2
1412,CASE OF URBARSKA OBEC TRENCIANSKE BISKUPICE  v. SLOVAKIA,False,True,False,1
1413,CASE OF FONYODI v. HUNGARY,False,False,True,2
1414,CASE OF VILNES AND OTHERS v. NORWAY,False,False,True,2
1415,CASE OF ANDREA CORSI v. ITALIE,False,False,True,2
1416,CASE OF ŠILIH v. SLOVENIA,False,False,True,2
1417,CASE OF KARAPANAGIOTOU AND OTHERS v. GREECE,False,False,True,2
1418,CASE OF STUBBINGS AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1419,CASE OF EZEH AND CONNORS v. THE UNITED KINGDOM,False,False,True,2
1420,CASE OF ANAKOMBA YULA v. BELGIUM,False,False,True,2
1421,CASE OF OLEKSIY MYKHAYLOVYCH ZAKHARKIN v. UKRAINE,False,False,True,2
1422,CASE OF HÄMÄLÄINEN v. FINLAND,False,False,True,2
1423,CASE OF MURRAY v. THE UNITED KINGDOM,False,True,False,1
1424,CASE OF ELLI POLUHAS DÖDSBO v. SWEDEN,False,False,True,2
1425,CASE OF BELVEDERE ALBERGHIERA S.R.L. v. ITALY,False,False,True,2
1426,CASE OF TUMELIAI v. LITHUANIA,False,True,False,1
1427,CASE OF R.R. v. ITALY,False,False,True,2
1428,CASE OF LUTZ v. GERMANY,False,False,True,2
1429,CASE OF C.N. AND V. v. FRANCE,False,False,True,2
1430,CASE OF SMITH AND GRADY v. THE UNITED KINGDOM (ARTICLE 41),False,True,False,1
1431,CASE OF VOGGENREITER v. GERMANY [Extracts],False,False,True,2
1432,CASE OF REZETTE v. LUXEMBOURG,False,False,True,2
1433,CASE OF HADRI-VIONNET v. SWITZERLAND,False,False,True,2
1434,CASE OF IGLESIAS GIL AND A.U.I. v. SPAIN,False,False,True,2
1435,CASE OF BUCK v. GERMANY,False,False,True,2
1436,CASE OF M.D. AND OTHERS v. MALTA,False,False,True,2
1437,CASE OF MIKHEYEV v. RUSSIA,False,True,False,1
1438,CASE OF AIR CANADA v. THE UNITED KINGDOM,False,False,True,2
1439,CASE OF PAKSAS v. LITHUANIA ,False,False,True,2
1440,CASE OF LUKENDA v. SLOVENIA,False,False,True,2
1441,CASE OF KAROUSSIOTIS v. PORTUGAL [Extracts],False,False,True,2
1442,CASE OF GLADYSHEVA v. RUSSIA,True,True,False,0-1
1443,CASE OF GILLAN AND QUINTON v. THE UNITED KINGDOM,False,False,True,2
1444,CASE OF MARKASS CAR HIRE LTD v. CYPRUS,False,False,True,2
1445,CASE OF ELIA SRL v. ITALY,False,True,False,1
1446,CASE OF McELHINNEY v. IRELAND,False,False,True,2
1447,CASE OF SALAH v. THE NETHERLANDS,False,True,False,1
1448,CASE OF SAADI v. THE UNITED KINGDOM,False,False,True,2
1449,CASE OF M.P. AND OTHERS v. BULGARIA,False,False,True,2
1450,CASE OF LUBERTI v. ITALY,False,False,True,2
1451,CASE OF KHADISOV AND TSECHOYEV v. RUSSIA,False,False,True,2
1452,CASE OF JOHNSTON AND OTHERS v. IRELAND,False,True,False,1
1453,CASE OF GARNAGA v. UKRAINE,False,False,True,2
1454,CASE OF RISKOVA v. SLOVAKIA,False,False,True,2
1455,CASE OF COLOZZA v. ITALY,False,False,True,2
1456,CASE OF OLUJIC v. CROATIA,False,False,True,2
1457,CASE OF MALLAH v. FRANCE,False,False,True,2
1458,CASE OF POITRIMOL v. FRANCE,False,False,True,2
1459,CASE OF KNYAZEV v. RUSSIA,False,False,True,2
1460,CASE OF SAÏDI v. FRANCE,False,False,True,2
1461,CASE OF INZE v. AUSTRIA,False,True,False,1
1462,CASE OF RADOBULJAC v. CROATIA,False,False,True,2
1463,CASE OF FELBAB v. SERBIA,False,False,True,2
1464,CASE OF MAYZIT v. RUSSIA,False,False,True,2
1465,CASE OF AL-DULIMI AND MONTANA MANAGEMENT INC. v. SWITZERLAND,False,False,True,2
1466,CASE OF ROJAS MORALES v. ITALY,False,False,True,2
1467,CASE OF KLAMECKI v. POLAND,False,False,True,2
1468,CASE OF BRAUER v. GERMANY,False,False,True,2
1469,CASE OF SILVA BARREIRA JÚNIOR v. PORTUGAL,False,True,False,1
1470,CASE OF TAŞKIN AND OTHERS v. TURKEY,False,False,True,2
1471,CASE OF CIANETTI v. ITALY,False,False,True,2
1472,CASE OF DELCOURT v. BELGIUM,False,False,True,2
1473,CASE OF PELTIER v. FRANCE,False,False,True,2
1474,CASE OF I.I. v. BULGARIA,False,False,True,2
1475,CASE OF BENSAID v. THE UNITED KINGDOM,False,False,True,2
1476,CASE OF TRICARD v. FRANCE,False,False,True,2
1477,CASE OF RADOMILJA AND OTHERS v. CROATIA,False,True,False,1
1478,CASE OF OLISOV AND OTHERS v. RUSSIA,False,False,True,2
1479,CASE OF FAKIRIDOU AND SCHINA v. GREECE,False,False,True,2
1480,CASE OF CAMPBELL AND FELL v. THE UNITED KINGDOM,False,False,True,2
1481,CASE OF BÄCK v. FINLAND,False,False,True,2
1482,CASE OF KHOROSHENKO v. RUSSIA,False,False,True,2
1483,CASE OF GÄFGEN v. GERMANY,False,False,True,2
1484,CASE OF CUMPANA AND MAZARE v. ROMANIA,False,False,True,2
1485,CASE OF ILIJKOV v. BULGARIA,False,False,True,2
1486,"CASE OF PLATTFORM ""ÄRZTE FÜR DAS LEBEN"" v. AUSTRIA",False,False,True,2
1487,CASE OF KALANTARI v. GERMANY,False,False,True,2
1488,CASE OF JURIČIĆ v. CROATIA,False,False,True,2
1489,CASE OF MUBILANZILA MAYEKA AND KANIKI MITUNGA v. BELGIUM,False,False,True,2
1490,CASE OF TANIŞMA v. TURKEY,False,False,True,2
1491,CASE OF SAGHATELYAN v. ARMENIA,False,True,False,1
1492,"CASE OF LASKEY, JAGGARD AND BROWN v. THE UNITED KINGDOM",False,False,True,2
1493,CASE OF NEUMEISTER v. AUSTRIA (ARTICLE 50),False,False,True,2
1494,CASE OF MENCHINSKAYA v. RUSSIA,False,False,True,2
1495,CASE OF W. v. SWITZERLAND,False,False,True,2
1496,CASE OF OUZOUNIS AND OTHERS v. GREECE,False,False,True,2
1497,CASE OF Y.C. v. THE UNITED KINGDOM,False,False,True,2
1498,CASE OF STRAIN AND OTHERS v. ROMANIA,False,False,True,2
1499,CASE OF KORSHUNOV v. RUSSIA,False,False,True,2
1500,CASE OF DE BECKER v. BELGIUM,False,False,True,2
1501,CASE OF MANOLOV v. BULGARIA,False,False,True,2
1502,CASE OF ERCÜMENT YILDIZ v. TURKEY,False,False,True,2
1503,CASE OF KAYADJIEVA v. BULGARIA,False,False,True,2
1504,CASE OF ROHDE v. DENMARK,False,False,True,2
1505,CASE OF LEYLA ŞAHİN v. TURKEY,False,False,True,2
1506,CASE OF RAHMANOVA v. AZERBAIJAN,False,False,True,2
1507,CASE OF LUPSA v. ROMANIA,False,True,False,1
1508,CASE OF BÜYÜKDAG v. TURKEY,False,False,True,2
1509,CASE OF E.S. AND OTHERS v. SLOVAKIA,False,False,True,2
1510,CASE OF VIDAS v. CROATIA,False,False,True,2
1511,CASE OF BELDJOUDI v. FRANCE,False,False,True,2
1512,CASE OF KART v. TURKEY,False,False,True,2
1513,CASE OF CHMELÍŘ v. THE CZECH REPUBLIC,False,False,True,2
1514,CASE OF ECER AND ZEYREK v. TURKEY,False,False,True,2
1515,CASE OF RAMSAHAI AND OTHERS  v. THE NETHERLANDS,False,False,True,2
1516,CASE OF PASTELI AND OTHERS v. MOLDOVA,False,False,True,2
1517,CASE OF KILIÇ v. TURKEY,False,False,True,2
1518,CASE OF AVSAR v. TURKEY,False,True,False,1
1519,CASE OF WORM v. AUSTRIA,False,False,True,2
1520,CASE OF TELECKI v. POLAND,False,False,True,2
1521,CASE OF MORTIER v. FRANCE,False,False,True,2
1522,CASE OF ROKHLINA v. RUSSIA,False,False,True,2
1523,CASE OF HAVELKA AND OTHERS v. THE CZECH REPUBLIC,False,False,True,2
1524,CASE OF ESKELINEN AND OTHERS v. FINLAND,False,False,True,2
1525,CASE OF MAUMOUSSEAU AND WASHINGTON v. FRANCE,False,True,False,1
1526,CASE OF S.A.S. v. FRANCE,False,False,True,2
1527,CASE OF NORMANN v. DENMARK,False,False,True,2
1528,CASE OF ZHUKOVSKIYE v. RUSSIA,False,True,False,1
1529,"CASE OF VAN DER SLUIJS, ZUIDERVELD AND KLAPPE v. THE NETHERLANDS",False,False,True,2
1530,CASE OF DE TOMMASO v. ITALY,False,False,True,2
1531,CASE OF TITOVI v. BULGARIA,False,False,True,2
1532,CASE OF DEPALLE v. FRANCE,False,True,False,1
1533,CASE OF ŠNEERSONE AND KAMPANELLA v. ITALY,False,False,True,2
1534,CASE OF PIRYANIK v. UKRAINE,False,False,True,2
1535,CASE OF KEENAN v. THE UNITED KINGDOM,False,False,True,2
1536,CASE OF MEDIC v. CROATIA,False,False,True,2
1537,CASE OF PAKDEMİRLİ v. TURKEY,False,False,True,2
1538,CASE OF YELDASHEV v. RUSSIA,False,True,False,1
1539,CASE OF DALIA v. FRANCE,False,False,True,2
1540,CASE OF D.F. v. LATVIA,False,False,True,2
1541,CASE OF KOCH v. GERMANY,False,False,True,2
1542,CASE OF GUSTAFSSON v. SWEDEN (REVISION),False,False,True,2
1543,CASE OF K.M.C. v. HUNGARY,False,False,True,2
1544,CASE OF CAMPBELL v. THE UNITED KINGDOM,False,True,False,1
1545,CASE OF SÜREK v. TURKEY (No. 2),False,False,True,2
1546,CASE OF AZZOPARDI v. MALTA,False,False,True,2
1547,CASE OF NENCHEVA AND OTHERS v. BULGARIA,False,False,True,2
1548,CASE OF COEME AND OTHERS v. BELGIUM,False,False,True,2
1549,CASE OF BURDOV v. RUSSIA (No. 2),False,True,False,1
1550,CASE OF JANSSEN v. GERMANY,False,False,True,2
1551,CASE OF PRICE v. THE UNITED KINGDOM,False,False,True,2
1552,CASE OF JASIUNIENE v. LITHUANIA,False,False,True,2
1553,CASE OF CHEVROL v. FRANCE,False,False,True,2
1554,CASE OF BENTHEM v. THE NETHERLANDS,False,False,True,2
1555,CASE OF SEJDIĆ AND FINCI v. BOSNIA AND HERZEGOVINA,False,True,False,1
1556,CASE OF KOSTADINOV v. BULGARIA,False,False,True,2
1557,CASE OF SOFLETEA v. ROMANIA,False,True,False,1
1558,CASE OF LABZOV v. RUSSIA,False,False,True,2
1559,CASE OF MIKHAYLOVA AND OTHERS v. UKRAINE,False,False,True,2
1560,CASE OF COSTELLO-ROBERTS v. THE UNITED KINGDOM,False,False,True,2
1561,CASE OF BRACCI v. ITALY,False,False,True,2
1562,CASE OF BÜLBÜL v. TURKEY,False,False,True,2
1563,CASE OF BEGHELURI AND OTHERS v. GEORGIA,False,False,True,2
1564,CASE OF A. v. THE UNITED KINGDOM,False,True,False,1
1565,CASE OF JELIČIĆ v. BOSNIA AND HERZEGOVINA,False,False,True,2
1566,CASE OF RASMUSSEN v. POLAND,False,False,True,2
1567,CASE OF HALİME KILIÇ v. TURKEY,False,False,True,2
1568,CASE OF RIERA BLUME AND OTHERS v. SPAIN,False,False,True,2
1569,CASE OF LORSE AND OTHERS v. THE NETHERLANDS,False,False,True,2
1570,CASE OF HUBER v. SWITZERLAND,False,False,True,2
1571,CASE OF VOTTO v. ITALY,False,False,True,2
1572,CASE OF FRESSOZ AND ROIRE v. FRANCE,False,False,True,2
1573,CASE OF LELAS v. CROATIA,False,False,True,2
1574,CASE OF WHITE v. SWEDEN,False,False,True,2
1575,CASE OF C.N. v. THE UNITED KINGDOM,False,False,True,2
1576,CASE OF MARTINS MOREIRA v. PORTUGAL,False,False,True,2
1577,CASE OF K.-F. v. GERMANY,False,False,True,2
1578,CASE OF PHILLIPS v. THE UNITED KINGDOM,False,False,True,2
1579,CASE OF ALVES DA SILVA v. PORTUGAL,False,False,True,2
1580,CASE OF SUBBOTKIN v. RUSSIA,False,True,False,1
1581,CASE OF ŞERİFE YİĞİT v. TURKEY,False,False,True,2
1582,CASE OF RAZA v. BULGARIA,False,True,False,1
1583,CASE OF SALGUEIRO DA SILVA MOUTA v. PORTUGAL,False,True,False,1
1584,CASE OF GRAUSLYS v. LITHUANIA,False,False,True,2
1585,CASE OF BIMER S.A. v. MOLDOVA,False,False,True,2
1586,CASE OF PENNINO v. ITALY,False,False,True,2
